country,city,Year,pm25,latitude,longitude,population,wbinc16_text,Region,conc_pm25,color_pm25
Australia,Busselton,2012,8.6,-33.6482,115.352,21405,High income,Western Pacific (HIC),<10,green
Australia,Busselton,2013,7.7,-33.6482,115.352,21405,High income,Western Pacific (HIC),<10,green
Australia,Busselton,2014,7.2,-33.6482,115.352,21405,High income,Western Pacific (HIC),<10,green
Australia,Busselton,2015,8.6,-33.6482,115.352,21405,High income,Western Pacific (HIC),<10,green
Australia,Busselton,2016,8.1,-33.6482,115.352,21405,High income,Western Pacific (HIC),<10,green
Australia,City Of Ipswich,2015,6.327735466,-27.6528,152.7741,198590,High income,Western Pacific (HIC),<10,green
Australia,City Of Ipswich,2016,5.682123209,-27.6528,152.7741,198590,High income,Western Pacific (HIC),<10,green
Australia,Collie,2010,9.890570809,-33.3599,116.1468,6999,High income,Western Pacific (HIC),<10,green
Australia,Collie,2011,8.50242052,-33.3599,116.1468,6999,High income,Western Pacific (HIC),<10,green
Australia,Collie,2012,8.675939306,-33.3599,116.1468,6999,High income,Western Pacific (HIC),<10,green
Australia,Collie,2013,8.719319003,-33.3599,116.1468,6999,High income,Western Pacific (HIC),<10,green
Australia,Collie,2014,8.328901734,-33.3599,116.1468,6999,High income,Western Pacific (HIC),<10,green
Australia,Collie,2015,9.717052023,-33.3599,116.1468,6999,High income,Western Pacific (HIC),<10,green
Australia,Collie,2016,8.37228143,-33.3599,116.1468,6999,High income,Western Pacific (HIC),<10,green
Australia,Darwin,2013,6.9,-12.425085,130.897362,106257,High income,Western Pacific (HIC),<10,green
Australia,Darwin,2014,8.1,-12.425085,130.897362,106257,High income,Western Pacific (HIC),<10,green
Australia,Darwin,2015,8.6,-12.425085,130.897362,106257,High income,Western Pacific (HIC),<10,green
Australia,Darwin,2016,6.5,-12.425085,130.897362,106257,High income,Western Pacific (HIC),<10,green
Australia,Geraldton,2010,9.413394147,-28.7695,114.6323,31348,High income,Western Pacific (HIC),<10,green
Australia,Geraldton,2011,8.50242052,-28.7695,114.6323,31348,High income,Western Pacific (HIC),<10,green
Australia,Geraldton,2012,9.239875361,-28.7695,114.6323,31348,High income,Western Pacific (HIC),<10,green
Australia,Geraldton,2013,9.066356575,-28.7695,114.6323,31348,High income,Western Pacific (HIC),<10,green
Australia,Geraldton,2014,9.673672326,-28.7695,114.6323,31348,High income,Western Pacific (HIC),<10,green
Australia,Geraldton,2015,8.762698699,-28.7695,114.6323,31348,High income,Western Pacific (HIC),<10,green
Australia,Geraldton,2016,8.155382948,-28.7695,114.6323,31348,High income,Western Pacific (HIC),<10,green
Australia,Gladstone,2015,4.093940519,-24.56632,151.62272,32074,High income,Western Pacific (HIC),<10,green
Australia,Gladstone,2016,4.880699378,-24.56632,151.62272,32074,High income,Western Pacific (HIC),<10,green
Australia,Jondaryan,2015,5.759357349,-27.3713,151.5934,33915,High income,Western Pacific (HIC),<10,green
Australia,Jondaryan,2016,5.095709947,-27.3713,151.5934,33915,High income,Western Pacific (HIC),<10,green
Australia,Mackay,2015,9.535974695,-21.1595,149.1549,77293,High income,Western Pacific (HIC),<10,green
Australia,Mackay,2016,8.569137462,-21.1595,149.1549,77293,High income,Western Pacific (HIC),<10,green
Australia,Moranbah,2015,9.318955223,-21.9995,148.0713,8624,High income,Western Pacific (HIC),<10,green
Australia,Moranbah,2016,9.682866039,-21.9995,148.0713,8624,High income,Western Pacific (HIC),<10,green
Australia,Mount Isa,2015,8.452194601,-20.7264,139.4977,22717,High income,Western Pacific (HIC),<10,green
Australia,Mount Isa,2016,7.284081129,-20.7264,139.4977,22717,High income,Western Pacific (HIC),<10,green
Australia,Muswellbrook,2013,9.408383234,-32.271594,150.885706,11045,High income,Western Pacific (HIC),<10,green
Australia,Muswellbrook,2014,9.699433428,-32.271594,150.885706,11045,High income,Western Pacific (HIC),<10,green
Australia,Muswellbrook,2015,8.657670455,-32.271594,150.885706,11045,High income,Western Pacific (HIC),<10,green
Australia,Muswellbrook,2016,8.424645892,-32.271594,150.885706,11045,High income,Western Pacific (HIC),<10,green
Australia,Newcastle,2013,7.93606556,-32.874116,151.6969547,372633,High income,Western Pacific (HIC),<10,green
Australia,Newcastle,2014,7.429150964,-32.874116,151.6969547,372633,High income,Western Pacific (HIC),<10,green
Australia,Newcastle,2015,7.925192392,-32.88651633,151.7277975,372633,High income,Western Pacific (HIC),<10,green
Australia,Newcastle,2016,8.137170754,-32.88651633,151.7277975,372633,High income,Western Pacific (HIC),<10,green
Australia,Palmerston,2012,12,-12.507763,130.948279,27703,High income,Western Pacific (HIC),10-<15,yellow
Australia,Palmerston,2014,9.3,-12.507763,130.948279,27703,High income,Western Pacific (HIC),<10,green
Australia,Palmerston,2015,7.8,-12.507763,130.948279,27703,High income,Western Pacific (HIC),<10,green
Australia,Palmerston,2016,7.2,-12.507763,130.948279,27703,High income,Western Pacific (HIC),<10,green
Australia,Perth,2010,8.225,-31.872675,115.8228,1861108,High income,Western Pacific (HIC),<10,green
Australia,Perth,2011,7.45,-31.872675,115.8228,1861108,High income,Western Pacific (HIC),<10,green
Australia,Perth,2012,8.2,-31.872675,115.8228,1861108,High income,Western Pacific (HIC),<10,green
Australia,Perth,2013,7.825,-31.872675,115.8228,1861108,High income,Western Pacific (HIC),<10,green
Australia,Perth,2014,7.95,-31.872675,115.8228,1861108,High income,Western Pacific (HIC),<10,green
Australia,Perth,2015,8.5,-31.872675,115.8228,1861108,High income,Western Pacific (HIC),<10,green
Australia,Perth,2016,7.675,-31.872675,115.8228,1861108,High income,Western Pacific (HIC),<10,green
Australia,Singleton,2013,7.851136364,-32.557395,151.176929,13962,High income,Western Pacific (HIC),<10,green
Australia,Singleton,2014,7.765915493,-32.557395,151.176929,13962,High income,Western Pacific (HIC),<10,green
Australia,Singleton,2015,7.581104651,-32.557395,151.176929,13962,High income,Western Pacific (HIC),<10,green
Australia,Singleton,2016,7.852124646,-32.557395,151.176929,13962,High income,Western Pacific (HIC),<10,green
Australia,Sydney,2013,8.086711307,-33.90415413,150.883273,4505341,High income,Western Pacific (HIC),<10,green
Australia,Sydney,2014,7.679642593,-33.90415413,150.883273,4505341,High income,Western Pacific (HIC),<10,green
Australia,Sydney,2015,7.77635765,-33.90415413,150.883273,4505341,High income,Western Pacific (HIC),<10,green
Australia,Sydney,2016,7.878140203,-33.90415413,150.883273,4505341,High income,Western Pacific (HIC),<10,green
Australia,Tamworth,2013,7.197887919,-31.108839,150.91541,36132,High income,Western Pacific (HIC),<10,green
Australia,Tamworth,2014,6.85901119,-31.108839,150.91541,36132,High income,Western Pacific (HIC),<10,green
Australia,Tamworth,2015,6.118700187,-31.108839,150.91541,36132,High income,Western Pacific (HIC),<10,green
Australia,Tamworth,2016,6.641037178,-31.108839,150.91541,36132,High income,Western Pacific (HIC),<10,green
Australia,Townsville,2015,7.639121823,-19.2871,146.7813,178649,High income,Western Pacific (HIC),<10,green
Australia,Wagga Wagga,2013,7.946260388,-35.104134,147.360298,52043,High income,Western Pacific (HIC),<10,green
Australia,Wagga Wagga,2014,7.456980057,-35.104134,147.360298,52043,High income,Western Pacific (HIC),<10,green
Australia,Wagga Wagga,2015,7.596132597,-35.104134,147.360298,52043,High income,Western Pacific (HIC),<10,green
Australia,Wagga Wagga,2016,7.377437326,-35.104134,147.360298,52043,High income,Western Pacific (HIC),<10,green
Australia,Whyalla,2012,7.309478865,-33.0298,137.55955,22754,High income,Western Pacific (HIC),<10,green
Australia,Whyalla,2013,7.179339776,-33.0298,137.55955,22754,High income,Western Pacific (HIC),<10,green
Australia,Whyalla,2014,7.092580383,-33.0298,137.55955,22754,High income,Western Pacific (HIC),<10,green
Australia,Whyalla,2015,6.810612355,-33.0298,137.55955,22754,High income,Western Pacific (HIC),<10,green
Australia,Whyalla,2016,6.355125542,-33.0298,137.55955,22754,High income,Western Pacific (HIC),<10,green
Australia,Wollongong,2013,7.746531792,-34.48977433,150.8296773,268944,High income,Western Pacific (HIC),<10,green
Australia,Wollongong,2014,7.00922619,-34.48977433,150.8296773,268944,High income,Western Pacific (HIC),<10,green
Australia,Wollongong,2015,6.979611161,-34.48977433,150.8296773,268944,High income,Western Pacific (HIC),<10,green
Australia,Wollongong,2016,7.056899226,-34.48977433,150.8296773,268944,High income,Western Pacific (HIC),<10,green
Australia,Wynnum,2015,3.693286959,-27.43375,153.1538,13691,High income,Western Pacific (HIC),<10,green
Australia,Wynnum,2016,4.158801521,-27.43375,153.1538,13691,High income,Western Pacific (HIC),<10,green
Australia,Wyong,2013,6.699709302,-33.278966,151.432414,149746,High income,Western Pacific (HIC),<10,green
Australia,Wyong,2014,5.485185185,-33.278966,151.432414,149746,High income,Western Pacific (HIC),<10,green
Australia,Wyong,2015,5.191267606,-33.278966,151.432414,149746,High income,Western Pacific (HIC),<10,green
Australia,Wyong,2016,5.745505618,-33.278966,151.432414,149746,High income,Western Pacific (HIC),<10,green
Australia,Canberra,2010,6.7,-35.41881,149.0969,422674,High income,Western Pacific (HIC),<10,green
Australia,Canberra,2011,6.5,-35.41881,149.0969,422674,High income,Western Pacific (HIC),<10,green
Australia,Canberra,2012,7.1,-35.41881,149.0969,422674,High income,Western Pacific (HIC),<10,green
Australia,Canberra,2013,6.9,-35.41881,149.0969,422674,High income,Western Pacific (HIC),<10,green
Australia,Canberra,2014,6.8,-35.41881,149.0969,422674,High income,Western Pacific (HIC),<10,green
Austria,Bad Ischl,2013,11.63197956,47.95999908,16.20695114,13876,High income,Europe (HIC),10-<15,yellow
Austria,Ebenthal,2013,14.9505378,46.60833359,14.39861107,7698,High income,Europe (HIC),10-<15,yellow
Austria,Grossenzersdorf,2013,17.58303643,48.23666763,16.63694763,9613,High income,Europe (HIC),15-<25,orange
Austria,Himberg,2013,17.17611208,47.45888901,9.640283585,6671,High income,Europe (HIC),15-<25,orange
Austria,Imst,2013,13.28935803,47.21694946,10.73557758,9506,High income,Europe (HIC),10-<15,yellow
Austria,Kematen,2013,14.89427667,46.61999893,14.31694698,1345,High income,Europe (HIC),10-<15,yellow
Austria,Klagenfurt,2013,13.78368583,48.30694199,16.32639885,93236,High income,Europe (HIC),10-<15,yellow
Austria,Krems,2013,17.33201933,48.40944672,15.62028027,24032,High income,Europe (HIC),15-<25,orange
Austria,Sankt Andra Im Lavanttal,2013,17.59719479,46.76388931,14.82222652,10252,High income,Europe (HIC),15-<25,orange
Austria,Sankt Poelten,2013,17.61350394,48.21139145,15.63167953,51955,High income,Europe (HIC),15-<25,orange
Austria,Schwaz,2013,14.90422788,47.34916687,11.69306374,13023,High income,Europe (HIC),10-<15,yellow
Austria,Traismaier,2013,15.8483073,48.35333252,15.74695587,5919,High income,Europe (HIC),15-<25,orange
Austria,Vocklabruck,2013,15.30887498,48.00111008,13.66806984,11909,High income,Europe (HIC),15-<25,orange
Austria,Amstetten,2013,15.21961745,48.12027778,14.878333,22847,High income,Europe (HIC),15-<25,orange
Austria,Amstetten,2014,13.63723692,48.12027759,14.87875553,22847,High income,Europe (HIC),10-<15,yellow
Austria,Amstetten,2015,14.41797852,48.12027778,14.878333,22847,High income,Europe (HIC),10-<15,yellow
Austria,Amstetten,2016,12.17932867,48.12027778,14.878333,22847,High income,Europe (HIC),10-<15,yellow
Austria,Arnoldstein,2013,9.997392897,46.5579095,13.7052065,6879,High income,Europe (HIC),<10,green
Austria,Arnoldstein,2014,7.876194584,46.5579095,13.7052065,6879,High income,Europe (HIC),<10,green
Austria,Arnoldstein,2015,9.293389741,46.55693,13.70541,6879,High income,Europe (HIC),<10,green
Austria,Arnoldstein,2016,8.454223989,46.55693,13.70541,6879,High income,Europe (HIC),<10,green
Austria,Bad Voslau,2013,12.70039996,47.95958304,16.20639207,11316,High income,Europe (HIC),10-<15,yellow
Austria,Bad Voslau,2014,11.69550273,47.95958304,16.20639207,11316,High income,Europe (HIC),10-<15,yellow
Austria,Bad Voslau,2015,12.78530796,47.959167,16.205833,11316,High income,Europe (HIC),10-<15,yellow
Austria,Bad Voslau,2016,12.23784675,47.959167,16.205833,11316,High income,Europe (HIC),10-<15,yellow
Austria,Biedermannsdorf,2013,14.26200905,48.0833327,16.33722264,2864,High income,Europe (HIC),10-<15,yellow
Austria,Biedermannsdorf,2014,13.10349984,48.0833327,16.33722264,2864,High income,Europe (HIC),10-<15,yellow
Austria,Biedermannsdorf,2015,13.50188088,48.08333333,16.33722222,2864,High income,Europe (HIC),10-<15,yellow
Austria,Biedermannsdorf,2016,13.02662513,48.08333333,16.33722222,2864,High income,Europe (HIC),10-<15,yellow
Austria,Bludenz,2013,12.39530878,47.156483,9.822944,13701,High income,Europe (HIC),10-<15,yellow
Austria,Bludenz,2014,9.581314288,47.15629784,9.825087225,13701,High income,Europe (HIC),<10,green
Austria,Bludenz,2015,11.34573908,47.156483,9.822944,13701,High income,Europe (HIC),10-<15,yellow
Austria,Bludenz,2016,10.1558588,47.156483,9.822944,13701,High income,Europe (HIC),10-<15,yellow
Austria,Bratislava,2013,16.62442453,48.10916667,17.07027778,5919,High income,Europe (HIC),15-<25,orange
Austria,Bratislava,2014,16.80032585,48.10930517,17.07083492,5919,High income,Europe (HIC),15-<25,orange
Austria,Bratislava,2015,16.96031036,48.10916667,17.07027778,5919,High income,Europe (HIC),15-<25,orange
Austria,Bratislava,2016,15.24438901,48.10916667,17.07027778,5919,High income,Europe (HIC),15-<25,orange
Austria,Braunau Am Inn,2013,15.02142142,48.25777778,13.03972222,16197,High income,Europe (HIC),15-<25,orange
Austria,Braunau Am Inn,2014,12.71276995,48.25805645,13.03986395,16197,High income,Europe (HIC),10-<15,yellow
Austria,Braunau Am Inn,2015,12.52350533,48.25777778,13.03972222,16197,High income,Europe (HIC),10-<15,yellow
Austria,Braunau Am Inn,2016,11.96996899,48.25777778,13.03972222,16197,High income,Europe (HIC),10-<15,yellow
Austria,Brixlegg,2013,16.12852974,47.42912353,11.87204802,2800,High income,Europe (HIC),15-<25,orange
Austria,Brixlegg,2014,10.65679564,47.42912353,11.87204802,2800,High income,Europe (HIC),10-<15,yellow
Austria,Brixlegg,2015,12.09981485,47.4285528,11.8718028,2800,High income,Europe (HIC),10-<15,yellow
Austria,Brixlegg,2016,11.06685896,47.4285528,11.8718028,2800,High income,Europe (HIC),10-<15,yellow
Austria,Bruck An Der Mur,2013,16.84106133,47.40944486,15.25333448,15649,High income,Europe (HIC),15-<25,orange
Austria,Bruck An Der Mur,2014,15.80261941,47.40944486,15.25333448,15649,High income,Europe (HIC),15-<25,orange
Austria,Bruck An Der Mur,2015,17.33847975,47.409443,15.253333,15649,High income,Europe (HIC),15-<25,orange
Austria,Bruck An Der Mur,2016,14.56397465,47.409443,15.253333,15649,High income,Europe (HIC),10-<15,yellow
Austria,Burgfried,2013,17.00681197,47.68305569,13.10065467,5919,High income,Europe (HIC),15-<25,orange
Austria,Burgfried,2014,11.6762532,47.68305569,13.10065467,5919,High income,Europe (HIC),10-<15,yellow
Austria,Burgfried,2015,12.81369863,47.6830556,13.1,5919,High income,Europe (HIC),10-<15,yellow
Austria,Burgfried,2016,11.58100558,47.6830556,13.1,5919,High income,Europe (HIC),10-<15,yellow
Austria,Deutschlandsberg,2013,15.81822012,46.81388889,15.21277778,11304,High income,Europe (HIC),15-<25,orange
Austria,Deutschlandsberg,2014,12.83673395,46.81388878,15.21278138,11304,High income,Europe (HIC),10-<15,yellow
Austria,Deutschlandsberg,2015,13.61590673,46.81388889,15.21277778,11304,High income,Europe (HIC),10-<15,yellow
Austria,Deutschlandsberg,2016,12.67147476,46.81388889,15.21277778,11304,High income,Europe (HIC),10-<15,yellow
Austria,Donawitz,2013,14.40373218,47.3757404,15.07550266,5919,High income,Europe (HIC),10-<15,yellow
Austria,Donawitz,2014,13.41495366,47.3757404,15.07550266,5919,High income,Europe (HIC),10-<15,yellow
Austria,Donawitz,2015,15.55362225,47.37555556,15.0745,5919,High income,Europe (HIC),15-<25,orange
Austria,Donawitz,2016,11.05416742,47.37555556,15.0745,5919,High income,Europe (HIC),10-<15,yellow
Austria,Dornbirn,2013,13.41623053,47.41003222,9.743440833,45922,High income,Europe (HIC),10-<15,yellow
Austria,Dornbirn,2014,9.705505995,47.41043375,9.743807897,45922,High income,Europe (HIC),<10,green
Austria,Dornbirn,2015,11.43835616,47.41003222,9.743440833,45922,High income,Europe (HIC),10-<15,yellow
Austria,Dornbirn,2016,10.71232876,47.41003222,9.743440833,45922,High income,Europe (HIC),10-<15,yellow
Austria,Durnrohr,2013,18.735277,48.33111111,15.90361111,5919,High income,Europe (HIC),15-<25,orange
Austria,Durnrohr,2014,14.40512996,48.33111111,15.90361111,5919,High income,Europe (HIC),10-<15,yellow
Austria,Durnrohr,2015,14.52467562,48.33111111,15.90361111,5919,High income,Europe (HIC),10-<15,yellow
Austria,Durnrohr,2016,13.49236206,48.33111111,15.90361111,5919,High income,Europe (HIC),10-<15,yellow
Austria,Ebenthal In Karnten,2013,14.37827358,46.60930569,14.3984722,7698,High income,Europe (HIC),10-<15,yellow
Austria,Ebenthal In Karnten,2014,12.28212841,46.60930569,14.3984722,7698,High income,Europe (HIC),10-<15,yellow
Austria,Ebenthal In Karnten,2015,15.08807427,46.61027778,14.39833333,7698,High income,Europe (HIC),15-<25,orange
Austria,Ebenthal In Karnten,2016,14.79620128,46.61027778,14.39833333,7698,High income,Europe (HIC),10-<15,yellow
Austria,Eisenstadt,2013,18.87354681,47.84000005,16.52759809,13101,High income,Europe (HIC),15-<25,orange
Austria,Eisenstadt,2014,16.37388003,47.84000004,16.52771357,13101,High income,Europe (HIC),15-<25,orange
Austria,Eisenstadt,2015,15.25029091,47.84,16.52806,13101,High income,Europe (HIC),15-<25,orange
Austria,Eisenstadt,2016,13.40830634,47.84,16.52806,13101,High income,Europe (HIC),10-<15,yellow
Austria,Enns,2013,16.24933585,48.20944444,14.43694444,11361,High income,Europe (HIC),15-<25,orange
Austria,Enns,2014,13.84919581,48.20944444,14.43694444,11361,High income,Europe (HIC),10-<15,yellow
Austria,Enns,2015,14.39771366,48.20944444,14.43694444,11361,High income,Europe (HIC),10-<15,yellow
Austria,Enns,2016,14.8808054,48.20944444,14.43694444,11361,High income,Europe (HIC),10-<15,yellow
Austria,Feldkirch,2013,16.32000383,47.239445,9.597696,30943,High income,Europe (HIC),15-<25,orange
Austria,Feldkirch,2014,13.72605887,47.2391664,9.59718689,30943,High income,Europe (HIC),10-<15,yellow
Austria,Feldkirch,2015,12.6472657,47.239445,9.597696,30943,High income,Europe (HIC),10-<15,yellow
Austria,Feldkirch,2016,11.10150941,47.239445,9.597696,30943,High income,Europe (HIC),10-<15,yellow
Austria,Freistadt,2013,9.22945124,48.53111189,14.57472512,7046,High income,Europe (HIC),<10,green
Austria,Freistadt,2014,7.5851755,48.53111189,14.57472512,7046,High income,Europe (HIC),<10,green
Austria,Freistadt,2015,9.09942193,48.53111111,14.57472222,7046,High income,Europe (HIC),<10,green
Austria,Freistadt,2016,8.8505132,48.53111111,14.57472222,7046,High income,Europe (HIC),<10,green
Austria,Furstenfeld,2013,18.1571428,47.04708283,16.07889465,8303,High income,Europe (HIC),15-<25,orange
Austria,Furstenfeld,2014,16.86702195,47.04708283,16.07889465,8303,High income,Europe (HIC),15-<25,orange
Austria,Furstenfeld,2015,17.68200346,47.047222,16.078888,8303,High income,Europe (HIC),15-<25,orange
Austria,Furstenfeld,2016,14.9555251,47.047222,16.078888,8303,High income,Europe (HIC),10-<15,yellow
Austria,Ganserndorf,2013,14.55194182,48.33472031,16.73000742,10362,High income,Europe (HIC),10-<15,yellow
Austria,Ganserndorf,2014,13.57994692,48.33472031,16.73000742,10362,High income,Europe (HIC),10-<15,yellow
Austria,Ganserndorf,2015,14.25860537,48.33472,16.729445,10362,High income,Europe (HIC),10-<15,yellow
Austria,Ganserndorf,2016,13.50506246,48.33472,16.729445,10362,High income,Europe (HIC),10-<15,yellow
Austria,Gemeinde Gratwein,2013,15.23273201,47.14222336,15.32556343,5919,High income,Europe (HIC),15-<25,orange
Austria,Gemeinde Gratwein,2014,14.1653931,47.14222336,15.32556343,5919,High income,Europe (HIC),10-<15,yellow
Austria,Gemeinde Imst,2013,12.78105091,47.21694833,10.73564714,5919,High income,Europe (HIC),10-<15,yellow
Austria,Gemeinde Imst,2014,10.05051969,47.21694833,10.73564714,5919,High income,Europe (HIC),10-<15,yellow
Austria,Gemeinde Imst,2015,11.58749538,47.2169472,10.7357167,5919,High income,Europe (HIC),10-<15,yellow
Austria,Gemeinde Imst,2016,9.763985551,47.2169472,10.7357167,5919,High income,Europe (HIC),<10,green
Austria,Glinzendorf,2013,17.58303643,48.23666763,16.63694763,261,High income,Europe (HIC),15-<25,orange
Austria,Glinzendorf,2014,12.94800093,48.23666763,16.63694763,261,High income,Europe (HIC),10-<15,yellow
Austria,Gmunden,2013,11.63182365,47.71629647,13.63241199,13086,High income,Europe (HIC),10-<15,yellow
Austria,Gmunden,2014,8.24269966,47.71625013,13.63236455,13086,High income,Europe (HIC),<10,green
Austria,Gmunden,2015,9.26586033,47.71611111,13.63222222,13086,High income,Europe (HIC),<10,green
Austria,Gmunden,2016,8.67765126,47.71611111,13.63222222,13086,High income,Europe (HIC),<10,green
Austria,Goss,2013,14.34784478,47.35916628,15.10125691,3697,High income,Europe (HIC),10-<15,yellow
Austria,Goss,2014,13.31925631,47.35916628,15.10125691,3697,High income,Europe (HIC),10-<15,yellow
Austria,Goss,2015,12.01998459,47.35888889,15.10361111,3697,High income,Europe (HIC),10-<15,yellow
Austria,Goss,2016,11.24934954,47.35888889,15.10361111,3697,High income,Europe (HIC),10-<15,yellow
Austria,Graz,2013,18.76533394,47.06424618,15.43552794,247904,High income,Europe (HIC),15-<25,orange
Austria,Graz,2014,17.35547334,47.06672805,15.43350318,247904,High income,Europe (HIC),15-<25,orange
